txn_id,user_id,game,date,method,amount,actual_paid,note
BILL25061318482870,2022638623,Hiệp Khách Vô Song,13/06/2025 18:48:28,momo,5000000,4000000,Sự kiện
BILL25062711500261,2022638623,Hiệp Khách Vô Song,27/06/2025 11:50:02,momo,100000,85000,Sự kiện
BILL25062711571382,2022638623,Hiệp Khách Vô Song,27/06/2025 11:57:13,banking,1000000,800000,Sự kiện
BILL25070318240127,2022638623,Hiệp Khách Vô Song,03/07/2025 18:24:01,banking,2000000,1600000,Sự kiện (X2 Bonus)
BILL25070318291114,2022638623,Hiệp Khách Vô Song,03/07/2025 18:29:11,momo,5000000,4000000,Sự kiện (X2 Bonus)
BILL25070618245747,2022638623,Hiệp Khách Vô Song,06/07/2025 18:24:57,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24110311481729,2022688989,Hiệp Khách Vô Song,03/11/2024 11:48:17,banking,100000,85000,Nạp đầu (X2 Bonus)
BILL24111018433286,2022688989,Hiệp Khách Vô Song,10/11/2024 18:43:32,banking,50000,42500,Sự kiện (X2 Bonus)
BILL24111311454825,2022688989,Hiệp Khách Vô Song,13/11/2024 11:45:48,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24111507241392,2022688989,Hiệp Khách Vô Song,15/11/2024 07:24:13,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24113011131383,2022688989,Hiệp Khách Vô Song,30/11/2024 11:13:13,banking,10000,8500,Sự kiện
BILL24120318384949,2022688989,Hiệp Khách Vô Song,03/12/2024 18:38:49,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25072618012696,2022650776,Tình Kiếm,26/07/2025 18:01:26,banking,100000,85000,Nạp đầu (X2 Bonus)
BILL25080111063148,2022650776,Tình Kiếm,01/08/2025 11:06:31,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25080111153957,2022650776,Tình Kiếm,01/08/2025 11:15:39,banking,500000,400000,Sự kiện (X2 Bonus)
BILL25080318150448,2022650776,Tình Kiếm,03/08/2025 18:15:04,inapp,100000,85000,Sự kiện
BILL25080318183733,2022650776,Tình Kiếm,03/08/2025 18:18:37,banking,100000,85000,Sự kiện
BILL25080518001419,2022650776,Tình Kiếm,05/08/2025 18:00:14,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25080518060781,2022650776,Tình Kiếm,05/08/2025 18:06:07,banking,5000000,4000000,Sự kiện (X2 Bonus)
BILL25080911135718,2022650776,Tình Kiếm,09/08/2025 11:13:57,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25081318445460,2022650776,Tình Kiếm,13/08/2025 18:44:54,momo,20000,17000,Sự kiện
BILL25081318484457,2022650776,Tình Kiếm,13/08/2025 18:48:44,banking,500000,400000,Sự kiện
BILL25081511402464,2022650776,Tình Kiếm,15/08/2025 11:40:24,momo,10000,8500,Sự kiện
BILL25081707454939,2022650776,Tình Kiếm,17/08/2025 07:45:49,banking,200000,170000,Sự kiện (X2 Bonus)
BILL25082418292917,2022650776,Tình Kiếm,24/08/2025 18:29:29,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25082418325815,2022650776,Tình Kiếm,24/08/2025 18:32:58,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL25083118022642,2022650776,Tình Kiếm,31/08/2025 18:02:26,momo,20000,17000,Sự kiện
BILL25090214203488,2022650776,Tình Kiếm,02/09/2025 14:20:34,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25090214234111,2022650776,Tình Kiếm,02/09/2025 14:23:41,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25090518101533,2022650776,Tình Kiếm,05/09/2025 18:10:15,momo,500000,400000,Sự kiện (X2 Bonus)
BILL25090518113231,2022650776,Tình Kiếm,05/09/2025 18:11:32,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25090611195670,2022650776,Tình Kiếm,06/09/2025 11:19:56,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25091018562485,2022650776,Tình Kiếm,10/09/2025 18:56:24,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25091218435099,2022650776,Tình Kiếm,12/09/2025 18:43:50,momo,10000,8500,Sự kiện
BILL25092118273491,2022650776,Tình Kiếm,21/09/2025 18:27:34,banking,10000,8500,Sự kiện
BILL25092718551264,2022650776,Tình Kiếm,27/09/2025 18:55:12,momo,10000,8500,Sự kiện
BILL25100118210855,2022650776,Tình Kiếm,01/10/2025 18:21:08,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25100318533339,2022650776,Tình Kiếm,03/10/2025 18:53:33,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25100511250792,2022650776,Tình Kiếm,05/10/2025 11:25:07,banking,50000,42500,Sự kiện
BILL25101111413591,2022650776,Tình Kiếm,11/10/2025 11:41:35,inapp,50000,42500,Sự kiện
BILL25101711462449,2022650776,Tình Kiếm,17/10/2025 11:46:24,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25082407163411,2022606832,Tình Kiếm,24/08/2025 07:16:34,banking,50000,42500,Nạp đầu (X2 Bonus)
BILL25082911374791,2022606832,Tình Kiếm,29/08/2025 11:37:47,momo,50000,42500,Sự kiện
BILL25090118591089,2022606832,Tình Kiếm,01/09/2025 18:59:10,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24090818411622,2022657534,Cửu Long Tranh Bá,08/09/2024 18:41:16,momo,2000000,1600000,Nạp đầu (X2 Bonus)
BILL24091211474895,2022657534,Cửu Long Tranh Bá,12/09/2024 11:47:48,momo,200000,170000,Sự kiện (X2 Bonus)
BILL24091211542810,2022657534,Cửu Long Tranh Bá,12/09/2024 11:54:28,momo,500000,400000,Sự kiện (X2 Bonus)
BILL24091411455691,2022657534,Cửu Long Tranh Bá,14/09/2024 11:45:56,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL24091511472534,2022657534,Cửu Long Tranh Bá,15/09/2024 11:47:25,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24092818014966,2022657534,Cửu Long Tranh Bá,28/09/2024 18:01:49,banking,2000000,1600000,Sự kiện
BILL24092818083272,2022657534,Cửu Long Tranh Bá,28/09/2024 18:08:32,banking,2000000,1600000,Sự kiện
BILL24100418473592,2022657534,Cửu Long Tranh Bá,04/10/2024 18:47:35,banking,2000000,1600000,Sự kiện (X2 Bonus)
BILL24100618475034,2022657534,Cửu Long Tranh Bá,06/10/2024 18:47:50,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24100818061484,2022657534,Cửu Long Tranh Bá,08/10/2024 18:06:14,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24101118293241,2022657534,Cửu Long Tranh Bá,11/10/2024 18:29:32,banking,100000,85000,Sự kiện
BILL24101218592977,2022657534,Cửu Long Tranh Bá,12/10/2024 18:59:29,banking,20000,17000,Sự kiện
BILL24101318285726,2022657534,Cửu Long Tranh Bá,13/10/2024 18:28:57,banking,20000,17000,Sự kiện
BILL24101418423676,2022657534,Cửu Long Tranh Bá,14/10/2024 18:42:36,momo,20000,17000,Sự kiện
BILL24101018480341,2022662722,Hiệp Khách Vô Song,10/10/2024 18:48:03,banking,20000,17000,Nạp đầu (X2 Bonus)
BILL24101018552367,2022662722,Hiệp Khách Vô Song,10/10/2024 18:55:23,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24101211223675,2022662722,Hiệp Khách Vô Song,12/10/2024 11:22:36,momo,10000,8500,Sự kiện
BILL24101211282242,2022662722,Hiệp Khách Vô Song,12/10/2024 11:28:22,momo,10000,8500,Sự kiện
BILL24101818490563,2022662722,Hiệp Khách Vô Song,18/10/2024 18:49:05,momo,5000000,4000000,Sự kiện (X2 Bonus)
BILL24101918300977,2022662722,Hiệp Khách Vô Song,19/10/2024 18:30:09,banking,20000,17000,Sự kiện
BILL24101918344599,2022662722,Hiệp Khách Vô Song,19/10/2024 18:34:45,banking,200000,170000,Sự kiện (X2 Bonus)
BILL24102518224769,2022662722,Hiệp Khách Vô Song,25/10/2024 18:22:47,momo,10000,8500,Sự kiện
BILL24102518234959,2022662722,Hiệp Khách Vô Song,25/10/2024 18:23:49,banking,500000,400000,Sự kiện (X2 Bonus)
BILL24110211492786,2022662722,Hiệp Khách Vô Song,02/11/2024 11:49:27,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24110211533567,2022662722,Hiệp Khách Vô Song,02/11/2024 11:53:35,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24110411185753,2022662722,Hiệp Khách Vô Song,04/11/2024 11:18:57,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL24110818504886,2022662722,Hiệp Khách Vô Song,08/11/2024 18:50:48,banking,10000,8500,Sự kiện
BILL24110818553028,2022662722,Hiệp Khách Vô Song,08/11/2024 18:55:30,banking,10000,8500,Sự kiện
BILL24111018123628,2022662722,Hiệp Khách Vô Song,10/11/2024 18:12:36,momo,20000,17000,Sự kiện
BILL24111018203451,2022662722,Hiệp Khách Vô Song,10/11/2024 18:20:34,banking,50000,42500,Sự kiện (X2 Bonus)
BILL24111211200160,2022662722,Hiệp Khách Vô Song,12/11/2024 11:20:01,inapp,2000000,2000000,Sự kiện
BILL24111211265051,2022662722,Hiệp Khách Vô Song,12/11/2024 11:26:50,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25110718355472,2022662722,Thanh Vân Kiếm,07/11/2025 18:35:54,banking,20000,17000,Nạp đầu (X2 Bonus)
BILL25111118152644,2022662722,Thanh Vân Kiếm,11/11/2025 18:15:26,banking,20000,17000,Sự kiện
BILL25111411392845,2022662722,Thanh Vân Kiếm,14/11/2025 11:39:28,banking,20000,17000,Sự kiện
BILL25112118002534,2022662722,Thanh Vân Kiếm,21/11/2025 18:00:25,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25113018032261,2022662722,Thanh Vân Kiếm,30/11/2025 18:03:22,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25120111415363,2022662722,Thanh Vân Kiếm,01/12/2025 11:41:53,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25120418593119,2022662722,Thanh Vân Kiếm,04/12/2025 18:59:31,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25120711453193,2022662722,Thanh Vân Kiếm,07/12/2025 11:45:31,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25022118545588,2022664880,Hiệp Khách Vô Song,21/02/2025 18:54:55,momo,10000,8500,Nạp đầu (X2 Bonus)
BILL25030218193562,2022664880,Hiệp Khách Vô Song,02/03/2025 18:19:35,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25030418112193,2022664880,Hiệp Khách Vô Song,04/03/2025 18:11:21,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25030718521622,2022664880,Hiệp Khách Vô Song,07/03/2025 18:52:16,banking,50000,42500,Sự kiện
BILL25030811252440,2022664880,Hiệp Khách Vô Song,08/03/2025 11:25:24,banking,50000,42500,Sự kiện
BILL25031207394933,2022664880,Hiệp Khách Vô Song,12/03/2025 07:39:49,momo,10000,8500,Sự kiện
BILL25031518460015,2022664880,Hiệp Khách Vô Song,15/03/2025 18:46:00,banking,10000,8500,Sự kiện
BILL25032211212315,2022664880,Hiệp Khách Vô Song,22/03/2025 11:21:23,momo,10000,8500,Sự kiện
BILL26010111410188,2022658110,Thanh Vân Kiếm,01/01/2026 11:41:01,momo,50000,42500,Nạp đầu (X2 Bonus)
BILL26010218581058,2022658110,Thanh Vân Kiếm,02/01/2026 18:58:10,banking,20000,17000,Sự kiện (X2 Bonus)
BILL26010518564178,2022658110,Thanh Vân Kiếm,05/01/2026 18:56:41,banking,100000,85000,Sự kiện (X2 Bonus)
BILL26010811571780,2022658110,Thanh Vân Kiếm,08/01/2026 11:57:17,banking,20000,17000,Sự kiện
BILL26011118250790,2022658110,Thanh Vân Kiếm,11/01/2026 18:25:07,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24052618471669,2022637967,Cửu Long Tranh Bá,26/05/2024 18:47:16,momo,20000,17000,Nạp đầu (X2 Bonus)
BILL24060318420376,2022637967,Cửu Long Tranh Bá,03/06/2024 18:42:03,momo,50000,42500,Sự kiện (X2 Bonus)
BILL24060418410398,2022637967,Cửu Long Tranh Bá,04/06/2024 18:41:03,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24060711055275,2022637967,Cửu Long Tranh Bá,07/06/2024 11:05:52,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24061018372073,2022637967,Cửu Long Tranh Bá,10/06/2024 18:37:20,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25041911495353,2022650881,Tình Kiếm,19/04/2025 11:49:53,momo,200000,170000,Nạp đầu (X2 Bonus)
BILL25042718453550,2022650881,Tình Kiếm,27/04/2025 18:45:35,banking,5000000,4000000,Sự kiện (X2 Bonus)
BILL25050118531446,2022650881,Tình Kiếm,01/05/2025 18:53:14,inapp,500000,500000,Sự kiện (X2 Bonus)
BILL25050118573210,2022650881,Tình Kiếm,01/05/2025 18:57:32,inapp,100000,85000,Sự kiện (X2 Bonus)
BILL25050518184152,2022650881,Tình Kiếm,05/05/2025 18:18:41,inapp,200000,170000,Sự kiện (X2 Bonus)
BILL25050811324517,2022650881,Tình Kiếm,08/05/2025 11:32:45,banking,500000,400000,Sự kiện
BILL25050811392534,2022650881,Tình Kiếm,08/05/2025 11:39:25,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25051118231119,2022650881,Tình Kiếm,11/05/2025 18:23:11,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL25051118242595,2022650881,Tình Kiếm,11/05/2025 18:24:25,banking,2000000,1600000,Sự kiện (X2 Bonus)
BILL25051818513364,2022650881,Tình Kiếm,18/05/2025 18:51:33,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25052507054838,2022650881,Tình Kiếm,25/05/2025 07:05:48,momo,200000,170000,Sự kiện
BILL25053118225765,2022650881,Tình Kiếm,31/05/2025 18:22:57,momo,10000,8500,Sự kiện
BILL25060218381757,2022650881,Tình Kiếm,02/06/2025 18:38:17,banking,200000,170000,Sự kiện (X2 Bonus)
BILL25060314054119,2022650881,Tình Kiếm,03/06/2025 14:05:41,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25060418230592,2022650881,Tình Kiếm,04/06/2025 18:23:05,momo,10000,8500,Sự kiện
BILL25060718144441,2022650881,Tình Kiếm,07/06/2025 18:14:44,inapp,10000,8500,Sự kiện
BILL25022118592611,2022627204,Hiệp Khách Vô Song,21/02/2025 18:59:26,momo,2000000,1600000,Nạp đầu (X2 Bonus)
BILL25022119082499,2022627204,Hiệp Khách Vô Song,21/02/2025 19:08:24,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25022818342120,2022627204,Hiệp Khách Vô Song,28/02/2025 18:34:21,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL25030118380458,2022627204,Hiệp Khách Vô Song,01/03/2025 18:38:04,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25030518322274,2022627204,Hiệp Khách Vô Song,05/03/2025 18:32:22,banking,2000000,1600000,Sự kiện (X2 Bonus)
BILL25030518402783,2022627204,Hiệp Khách Vô Song,05/03/2025 18:40:27,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25030711570811,2022627204,Hiệp Khách Vô Song,07/03/2025 11:57:08,momo,10000,8500,Sự kiện
BILL25030911570751,2022627204,Hiệp Khách Vô Song,09/03/2025 11:57:07,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25031218164257,2022627204,Hiệp Khách Vô Song,12/03/2025 18:16:42,banking,200000,170000,Sự kiện
BILL25031218255386,2022627204,Hiệp Khách Vô Song,12/03/2025 18:25:53,inapp,500000,500000,Sự kiện (X2 Bonus)
BILL25031611294544,2022627204,Hiệp Khách Vô Song,16/03/2025 11:29:45,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25031611343151,2022627204,Hiệp Khách Vô Song,16/03/2025 11:34:31,momo,50000,42500,Sự kiện
BILL25032114201648,2022627204,Hiệp Khách Vô Song,21/03/2025 14:20:16,banking,100000,85000,Sự kiện
BILL25032114211899,2022627204,Hiệp Khách Vô Song,21/03/2025 14:21:18,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25032211420786,2022627204,Hiệp Khách Vô Song,22/03/2025 11:42:07,banking,2000000,1600000,Sự kiện
BILL25032211473255,2022627204,Hiệp Khách Vô Song,22/03/2025 11:47:32,momo,100000,85000,Sự kiện
BILL25032911272043,2022627204,Hiệp Khách Vô Song,29/03/2025 11:27:20,inapp,200000,170000,Sự kiện
BILL25040118510930,2022627204,Hiệp Khách Vô Song,01/04/2025 18:51:09,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25040118541523,2022627204,Hiệp Khách Vô Song,01/04/2025 18:54:15,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25040218560195,2022627204,Hiệp Khách Vô Song,02/04/2025 18:56:01,banking,50000,42500,Sự kiện
BILL25040219052136,2022627204,Hiệp Khách Vô Song,02/04/2025 19:05:21,momo,500000,400000,Sự kiện (X2 Bonus)
BILL25040618035345,2022627204,Hiệp Khách Vô Song,06/04/2025 18:03:53,banking,500000,400000,Sự kiện
BILL25040818520443,2022627204,Hiệp Khách Vô Song,08/04/2025 18:52:04,inapp,50000,42500,Sự kiện
BILL25041118052744,2022627204,Hiệp Khách Vô Song,11/04/2025 18:05:27,banking,50000,42500,Sự kiện
BILL25041814140878,2022627204,Hiệp Khách Vô Song,18/04/2025 14:14:08,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25042611530383,2022627204,Hiệp Khách Vô Song,26/04/2025 11:53:03,banking,50000,42500,Sự kiện
BILL25050218223569,2022627204,Hiệp Khách Vô Song,02/05/2025 18:22:35,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25050518170123,2022627204,Hiệp Khách Vô Song,05/05/2025 18:17:01,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25050911385368,2022627204,Hiệp Khách Vô Song,09/05/2025 11:38:53,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25051218491079,2022627204,Hiệp Khách Vô Song,12/05/2025 18:49:10,momo,10000,8500,Sự kiện
BILL25051414110328,2022627204,Hiệp Khách Vô Song,14/05/2025 14:11:03,banking,50000,42500,Sự kiện
BILL25051618034984,2022627204,Hiệp Khách Vô Song,16/05/2025 18:03:49,momo,10000,8500,Sự kiện
BILL25052307121228,2022627204,Hiệp Khách Vô Song,23/05/2025 07:12:12,inapp,10000,8500,Sự kiện
BILL24070818371794,2022607935,Cửu Long Tranh Bá,08/07/2024 18:37:17,banking,200000,170000,Nạp đầu (X2 Bonus)
BILL25060118040490,2022652646,Tình Kiếm,01/06/2025 18:04:04,momo,20000,17000,Nạp đầu (X2 Bonus)
BILL25060318305270,2022652646,Tình Kiếm,03/06/2025 18:30:52,banking,20000,17000,Sự kiện
BILL25060418195793,2022652646,Tình Kiếm,04/06/2025 18:19:57,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25060518593273,2022652646,Tình Kiếm,05/06/2025 18:59:32,momo,50000,42500,Sự kiện
BILL25060918420057,2022652646,Tình Kiếm,09/06/2025 18:42:00,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25061207300875,2022652646,Tình Kiếm,12/06/2025 07:30:08,banking,50000,42500,Sự kiện
BILL25103111465985,2022656883,Thanh Vân Kiếm,31/10/2025 11:46:59,inapp,50000,42500,Nạp đầu (X2 Bonus)
BILL25110311530996,2022656883,Thanh Vân Kiếm,03/11/2025 11:53:09,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25110418352683,2022656883,Thanh Vân Kiếm,04/11/2025 18:35:26,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25110818582419,2022656883,Thanh Vân Kiếm,08/11/2025 18:58:24,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25111011405553,2022656883,Thanh Vân Kiếm,10/11/2025 11:40:55,momo,10000,8500,Sự kiện
BILL25111418413030,2022656883,Thanh Vân Kiếm,14/11/2025 18:41:30,banking,10000,8500,Sự kiện
BILL25110918355327,2022687225,Tiên Kiếm Kỳ Hiệp,09/11/2025 18:35:53,banking,10000,8500,Nạp đầu (X2 Bonus)
BILL25111118012651,2022687225,Tiên Kiếm Kỳ Hiệp,11/11/2025 18:01:26,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25111518122885,2022687225,Tiên Kiếm Kỳ Hiệp,15/11/2025 18:12:28,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25112118152615,2022687225,Tiên Kiếm Kỳ Hiệp,21/11/2025 18:15:26,momo,10000,8500,Sự kiện
BILL25112318552281,2022687225,Tiên Kiếm Kỳ Hiệp,23/11/2025 18:55:22,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25112818244975,2022687225,Tiên Kiếm Kỳ Hiệp,28/11/2025 18:24:49,banking,10000,8500,Sự kiện
BILL25070918222428,2022667022,Tình Kiếm,09/07/2025 18:22:24,momo,10000,8500,Nạp đầu (X2 Bonus)
BILL25071011582021,2022667022,Tình Kiếm,10/07/2025 11:58:20,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25071318290399,2022667022,Tình Kiếm,13/07/2025 18:29:03,momo,10000,8500,Sự kiện
BILL25072018055144,2022667022,Tình Kiếm,20/07/2025 18:05:51,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25072618155345,2022667022,Tình Kiếm,26/07/2025 18:15:53,banking,10000,8500,Sự kiện
BILL25080318420913,2022667022,Tình Kiếm,03/08/2025 18:42:09,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25111218360871,2022642801,Tiên Kiếm Kỳ Hiệp,12/11/2025 18:36:08,banking,50000,42500,Nạp đầu (X2 Bonus)
BILL25111318164766,2022642801,Tiên Kiếm Kỳ Hiệp,13/11/2025 18:16:47,inapp,10000,8500,Sự kiện (X2 Bonus)
BILL25111611054517,2022642801,Tiên Kiếm Kỳ Hiệp,16/11/2025 11:05:45,banking,10000,8500,Sự kiện
BILL25112118185137,2022642801,Tiên Kiếm Kỳ Hiệp,21/11/2025 18:18:51,banking,50000,42500,Sự kiện
BILL25112314481429,2022642801,Tiên Kiếm Kỳ Hiệp,23/11/2025 14:48:14,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25112918530385,2022642801,Tiên Kiếm Kỳ Hiệp,29/11/2025 18:53:03,banking,10000,8500,Sự kiện
BILL25120211190849,2022642801,Tiên Kiếm Kỳ Hiệp,02/12/2025 11:19:08,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25120411382277,2022642801,Tiên Kiếm Kỳ Hiệp,04/12/2025 11:38:22,banking,20000,17000,Sự kiện
BILL25120518081360,2022642801,Tiên Kiếm Kỳ Hiệp,05/12/2025 18:08:13,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24112214215691,2022618840,Hiệp Khách Vô Song,22/11/2024 14:21:56,banking,20000,17000,Nạp đầu (X2 Bonus)
BILL24112918543383,2022618840,Hiệp Khách Vô Song,29/11/2024 18:54:33,momo,50000,42500,Sự kiện (X2 Bonus)
BILL24120218294372,2022618840,Hiệp Khách Vô Song,02/12/2024 18:29:43,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24120511020477,2022618840,Hiệp Khách Vô Song,05/12/2024 11:02:04,inapp,10000,8500,Sự kiện
BILL24120714054690,2022618840,Hiệp Khách Vô Song,07/12/2024 14:05:46,banking,50000,42500,Sự kiện (X2 Bonus)
BILL24120818512985,2022618840,Hiệp Khách Vô Song,08/12/2024 18:51:29,momo,50000,42500,Sự kiện
BILL24121011563640,2022618840,Hiệp Khách Vô Song,10/12/2024 11:56:36,momo,10000,8500,Sự kiện
BILL24072718453099,2022646142,Cửu Long Tranh Bá,27/07/2024 18:45:30,banking,20000,17000,Nạp đầu (X2 Bonus)
BILL24080307462155,2022646142,Cửu Long Tranh Bá,03/08/2024 07:46:21,banking,200000,170000,Sự kiện (X2 Bonus)
BILL24080918561929,2022646142,Cửu Long Tranh Bá,09/08/2024 18:56:19,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL24081311380612,2022646142,Cửu Long Tranh Bá,13/08/2024 11:38:06,inapp,10000000,10000000,Sự kiện (X2 Bonus)
BILL24081418384311,2022646142,Cửu Long Tranh Bá,14/08/2024 18:38:43,inapp,20000000,20000000,Sự kiện (X2 Bonus)
BILL24081611493384,2022646142,Cửu Long Tranh Bá,16/08/2024 11:49:33,inapp,10000000,10000000,Sự kiện
BILL24081718403026,2022646142,Cửu Long Tranh Bá,17/08/2024 18:40:30,momo,100000000,80000000,Sự kiện (X2 Bonus)
BILL24082318530565,2022646142,Cửu Long Tranh Bá,23/08/2024 18:53:05,momo,100000000,80000000,Sự kiện
BILL24083011405525,2022646142,Cửu Long Tranh Bá,30/08/2024 11:40:55,inapp,1000000,1000000,Sự kiện (X2 Bonus)
BILL24090218343650,2022646142,Cửu Long Tranh Bá,02/09/2024 18:34:36,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24090218360282,2022646142,Cửu Long Tranh Bá,02/09/2024 18:36:02,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL24090418560760,2022646142,Cửu Long Tranh Bá,04/09/2024 18:56:07,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24090418595322,2022646142,Cửu Long Tranh Bá,04/09/2024 18:59:53,banking,2000000,1600000,Sự kiện
BILL24090507521096,2022646142,Cửu Long Tranh Bá,05/09/2024 07:52:10,banking,10000000,8000000,Sự kiện (X2 Bonus)
BILL24090507593037,2022646142,Cửu Long Tranh Bá,05/09/2024 07:59:30,banking,2000000,1600000,Sự kiện
BILL24090614545345,2022646142,Cửu Long Tranh Bá,06/09/2024 14:54:53,momo,100000000,80000000,Sự kiện (X2 Bonus)
BILL24090615023313,2022646142,Cửu Long Tranh Bá,06/09/2024 15:02:33,momo,2000000,1600000,Sự kiện
BILL24090911123934,2022646142,Cửu Long Tranh Bá,09/09/2024 11:12:39,inapp,20000000,20000000,Sự kiện (X2 Bonus)
BILL24091011233427,2022646142,Cửu Long Tranh Bá,10/09/2024 11:23:34,inapp,5000000,5000000,Sự kiện (X2 Bonus)
BILL24091011300390,2022646142,Cửu Long Tranh Bá,10/09/2024 11:30:03,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24091411221066,2022646142,Cửu Long Tranh Bá,14/09/2024 11:22:10,banking,50000000,40000000,Sự kiện (X2 Bonus)
BILL24091411315168,2022646142,Cửu Long Tranh Bá,14/09/2024 11:31:51,banking,500000,400000,Sự kiện (X2 Bonus)
BILL24091518150765,2022646142,Cửu Long Tranh Bá,15/09/2024 18:15:07,momo,5000000,4000000,Sự kiện
BILL24091518214862,2022646142,Cửu Long Tranh Bá,15/09/2024 18:21:48,banking,2000000,1600000,Sự kiện
BILL24092018260110,2022646142,Cửu Long Tranh Bá,20/09/2024 18:26:01,inapp,2000000,2000000,Sự kiện
BILL24092018333097,2022646142,Cửu Long Tranh Bá,20/09/2024 18:33:30,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL24092911582274,2022646142,Cửu Long Tranh Bá,29/09/2024 11:58:22,momo,10000000,8000000,Sự kiện
BILL24100318355334,2022646142,Cửu Long Tranh Bá,03/10/2024 18:35:53,momo,10000000,8000000,Sự kiện (X2 Bonus)
BILL24100318420422,2022646142,Cửu Long Tranh Bá,03/10/2024 18:42:04,inapp,500000,500000,Sự kiện (X2 Bonus)
BILL24101111523457,2022646142,Cửu Long Tranh Bá,11/10/2024 11:52:34,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24101111545633,2022646142,Cửu Long Tranh Bá,11/10/2024 11:54:56,momo,10000,8500,Sự kiện
BILL24101411455366,2022646142,Cửu Long Tranh Bá,14/10/2024 11:45:53,momo,100000,85000,Sự kiện (X2 Bonus)
